ID,TDU,REP,PRODUCT,KWH500,KWH1000,KWH2000,RATE_TYPE,TERM_LENGTH,RENEWABLE,PREPAID,TOU,PROMOTION,EFL_URL
7010,AEP TEXAS CENTRAL DIVISION,CPL RETAIL ENERGY,Price Protection Plan 12,11.5,10.1,9.4,Fixed,12,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXX0155_ENG_20170502.PDF
6769,AEP TEXAS CENTRAL DIVISION,BREEZE ENERGY LLC,PAY AS YOU GO PLAN - 100% Pure. 100% Green. 100% Texas Wind.,10.3,9.3,8.8,Variable,0,100,TRUE,FALSE,FALSE,https://breezeenergy.com/documents/Breeze_EFL_prepaid_eng.pdf
8388,AEP TEXAS CENTRAL DIVISION,TXU ENERGY,TXU Energy Smart Edge 12,13.8,8.9,10.9,Fixed,12,6,FALSE,FALSE,FALSE,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCX30SMTED12AF&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC
8860,AEP TEXAS CENTRAL DIVISION,TRIEAGLE ENERGY LP,SMART Energy 12,10.5,10,9.7,Fixed,12,6,FALSE,FALSE,FALSE,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-WBH-12mo.pdf
8862,AEP TEXAS CENTRAL DIVISION,TRIEAGLE ENERGY LP,SMART Energy 36,9.9,9.4,9.1,Fixed,36,6,FALSE,FALSE,FALSE,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-WBH-36mo.pdf
8787,AEP TEXAS CENTRAL DIVISION,GEXA ENERGY,EveryDay EveryNight Low Price Plan,13.8,10.9,10.4,Fixed,12,6,FALSE,FALSE,FALSE,http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=39972&rkey=13600|2020|1000|19820
9156,AEP TEXAS CENTRAL DIVISION,BREEZE ENERGY LLC,Breeze 12 - 100% Pure. 100% Green. 100% Texas Wind.,9.9,8.6,8,Fixed,12,100,FALSE,FALSE,FALSE,https://breezeenergy.com/documents/Breeze_EFL_12month_en.pdf
9273,AEP TEXAS CENTRAL DIVISION,TARA ENERGY,Tara Energy Simplicity 24,13.3,9.1,9,Fixed,24,11,FALSE,FALSE,FALSE,https://webs.taraenergy.com/EFLPDFS/TE_Res_EFL_F39010_3698835.pdf
9400,AEP TEXAS CENTRAL DIVISION,FRONTIER UTILITIES,Platinum Power As You Go,13.2,12.1,11.5,Variable,1,0,TRUE,FALSE,FALSE,http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=PLAT_PAYG
9535,AEP TEXAS CENTRAL DIVISION,SPARK ENERGY LLC,Price Protect 6,11.6,8.9,8.4,Fixed,6,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/20704/EFL/ptc/CPL/Electric/77437
9536,AEP TEXAS CENTRAL DIVISION,SPARK ENERGY LLC,Price Protect 12,11.8,9.1,8.6,Fixed,12,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/20703/EFL/ptc/CPL/Electric/77437
9537,AEP TEXAS CENTRAL DIVISION,SPARK ENERGY LLC,Green Price Protect 12,13.9,11.2,10.7,Fixed,12,100,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/20784/EFL/ptc/CPL/Electric/77437
9638,AEP TEXAS CENTRAL DIVISION,ENTRUST ENERGY INC,Entrust 24,13.3,12.4,11.9,Fixed,24,11,FALSE,FALSE,FALSE,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN4F24024_20170425_eng_3c27a18a-12a7-414d-a3d7-bbd7f91f907a.pdf
9643,AEP TEXAS CENTRAL DIVISION,ENTRUST ENERGY INC,Texas Refresh 24,13.8,12.9,12.4,Fixed,24,100,FALSE,FALSE,FALSE,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXY4F24005_20170425_eng_cd7b1098-2edb-45dc-a070-c081cc611c76.pdf
9683,AEP TEXAS CENTRAL DIVISION,FRONTIER UTILITIES,Power As You Go Online Plan,12.7,11.3,10.5,Variable,1,6,TRUE,FALSE,FALSE,http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=PAYGOP
9687,AEP TEXAS CENTRAL DIVISION,FRONTIER UTILITIES,Power As You Go VIP,11.8,10.7,10.1,Variable,3,0,TRUE,FALSE,FALSE,http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=PAYG_VIP
9757,AEP TEXAS CENTRAL DIVISION,BOUNCE ENERGY INC,Amazing 18,12,10.6,9.9,Fixed,18,10,FALSE,FALSE,FALSE,http://www.bounceenergy.com/efls/amazing18-050217.pdf
9936,AEP TEXAS CENTRAL DIVISION,BRILLIANT ENERGY LLC, Brilliant PetLovers 6 Month,15,11.9,11.5,Fixed,6,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BPL/6/P0000/EN
9937,AEP TEXAS CENTRAL DIVISION,BRILLIANT ENERGY LLC,Brilliant PetLovers 12 Month,14.7,11.6,11.2,Fixed,12,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BPL/12/P0000/EN
9938,AEP TEXAS CENTRAL DIVISION,BRILLIANT ENERGY LLC,Brilliant PetLovers 24 Month,14.9,11.8,11.4,Fixed,24,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BPL/24/P0000/EN
9939,AEP TEXAS CENTRAL DIVISION,BRILLIANT ENERGY LLC,Brilliant PetLovers 36 Month,15.1,12,11.6,Fixed,36,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BPL/36/P0000/EN
10344,AEP TEXAS CENTRAL DIVISION,PAYLESS POWER,SmarTricity True Value,14,11.4,10,Variable,1,0,TRUE,FALSE,FALSE,https://paylesspower.com/files/AEPC_True_Value_EFL_English.pdf
10412,AEP TEXAS CENTRAL DIVISION,DISCOUNT POWER,Saver - NO GIMMICKS - 12,8.7,8.5,8.4,Fixed,12,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/SA12J11171-442318.pdf
10413,AEP TEXAS CENTRAL DIVISION,DISCOUNT POWER,Saver - NO GIMMICKS - 18,8.7,8.5,8.4,Fixed,18,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/SA18J05171-442447.pdf
10414,AEP TEXAS CENTRAL DIVISION,DISCOUNT POWER,Saver - NO GIMMICKS - 24,8.7,8.5,8.4,Fixed,24,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/SA24J11171-442459.pdf
10514,AEP TEXAS CENTRAL DIVISION,POWER EXPRESS,#Apartment12,7.1,10.1,11.6,Fixed,12,12,FALSE,FALSE,FALSE,https://www.power-express.com/efl_TOS_YRAC/AEPC_Apartment12_PTC_09042015.pdf
10627,AEP TEXAS CENTRAL DIVISION,AMIGO ENERGY,Amigo Essentials 36 Month,12.9,8.7,8.6,Fixed,36,11,FALSE,FALSE,FALSE,https://webs.amigoenergy.com/EFLPDFs/AMI_Res_EFL_F48139_3698736.pdf
10750,AEP TEXAS CENTRAL DIVISION,CIRRO ENERGY,Smart Lock 100% Wind 12,13.6,10.7,10.2,Fixed,12,100,FALSE,FALSE,FALSE,https://signup.cirroenergy.com/files/09017518812a7bde.pdf
10770,AEP TEXAS CENTRAL DIVISION,CIRRO ENERGY,Smart Lock 24,12.9,11,9.5,Fixed,24,5,FALSE,FALSE,FALSE,https://signup.cirroenergy.com/files/09017518812c49b3.pdf
10772,AEP TEXAS CENTRAL DIVISION,CIRRO ENERGY,Smart Lock 6,12.9,11,9.5,Fixed,6,6,FALSE,FALSE,FALSE,https://signup.cirroenergy.com/files/0901751881336277.pdf
10767,AEP TEXAS CENTRAL DIVISION,CIRRO ENERGY,Smart Lock 12,13.2,11.3,9.8,Fixed,3,5,FALSE,FALSE,FALSE,https://signup.cirroenergy.com/files/09017518812c4995.pdf
10786,AEP TEXAS CENTRAL DIVISION,CPL RETAIL ENERGY,Price Protection Plan 36,11.9,10.5,9.8,Fixed,36,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXX0154_ENG_20170502.PDF
10798,AEP TEXAS CENTRAL DIVISION,AMIGO ENERGY,Basics 12 ,11.3,10.4,9.9,Fixed,12,11,FALSE,FALSE,FALSE,https://webs.amigoenergy.com/EFLPDFs/AMI_Res_EFL_F48486_3698736.pdf
10818,AEP TEXAS CENTRAL DIVISION,BREEZE ENERGY LLC,Introductory Month to Month - 100% Pure. 100% Green. 100% Texas Wind.,9.3,8,7.4,Variable,0,100,FALSE,FALSE,FALSE,https://breezeenergy.com/documents/Breeze_EFL_MtoM_en.pdf
10830,AEP TEXAS CENTRAL DIVISION,DISCOUNT POWER,Prime Plus - 12,13.1,3.7,7.5,Fixed,12,16,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/PRMPL12K11171-464026.pdf
10864,AEP TEXAS CENTRAL DIVISION,4CHANGE ENERGY,Value Saver 12,11.7,7.3,9.6,Fixed,12,6,FALSE,FALSE,FALSE,http://www.4changeenergy.com/Docs/efl_valsva12eaa_a.pdf
10965,AEP TEXAS CENTRAL DIVISION,DISCOUNT POWER,Clean Plus - 12,9.5,8.6,8.1,Fixed,12,100,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/CPL12J27171-453328.pdf
10966,AEP TEXAS CENTRAL DIVISION,DISCOUNT POWER,Premier - 12,6.8,10.1,11.6,Fixed,12,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/PR12J17171-445912.pdf
10992,AEP TEXAS CENTRAL DIVISION,SPARK ENERGY LLC,Green Price Protect 24,13.7,11.1,10.6,Fixed,24,100,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/20788/EFL/ptc/CPL/Electric/77437
11022,AEP TEXAS CENTRAL DIVISION,DISCOUNT POWER,Clean Plus - 24,9.4,8.5,8,Fixed,24,100,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/CPL24J27171-453333.pdf
11032,AEP TEXAS CENTRAL DIVISION,DIRECT ENERGY,Veteran and Active Military 12,11.1,9.7,9,Fixed,12,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDARXXX1341_ENG_20170502.PDF
11038,AEP TEXAS CENTRAL DIVISION,DIRECT ENERGY,Veteran and Active Military 24,11.1,9.7,9,Fixed,24,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDARXXX1342_ENG_20170502.PDF
11048,AEP TEXAS CENTRAL DIVISION,SPARK ENERGY LLC,Sure Saver 3,13.7,6.8,9.3,Fixed,3,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/21293/EFL/ptc-all/CPL/Electric/77437
11050,AEP TEXAS CENTRAL DIVISION,SPARK ENERGY LLC,Sure Saver 6,13.6,6.7,9.2,Fixed,6,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/21294/EFL/ptc-all/CPL/Electric/77437
11051,AEP TEXAS CENTRAL DIVISION,SPARK ENERGY LLC,Sure Saver 12,13.8,6.9,9.4,Fixed,12,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/21291/EFL/NoPromo/CPL/Electric/77437
11099,AEP TEXAS CENTRAL DIVISION,DISCOUNT POWER,Prime Plus - 24,13.1,3.7,7.5,Fixed,24,16,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/PRMPL24K11171-464027.pdf
11103,AEP TEXAS CENTRAL DIVISION,POWER EXPRESS,#Jumbo12,11.9,11.9,8.4,Fixed,12,12,FALSE,FALSE,FALSE,https://www.power-express.com/efl_TOS_YRAC/AEPC_Jumbo12_PTC_06222015.pdf
11115,AEP TEXAS CENTRAL DIVISION,TXU ENERGY,TXU Energy Saver's Deal 12,14.7,12.8,8.9,Fixed,12,6,FALSE,FALSE,FALSE,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCX30SAVDL12AF&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC
11130,AEP TEXAS CENTRAL DIVISION,SOUTHWEST POWER & LIGHT,Plant-A-Tree AutoPay E-Plan,12.7,9.8,9.4,Fixed,24,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-24-nongreen-tree.pdf
11172,AEP TEXAS CENTRAL DIVISION,DISCOUNT POWER,Clean Plus - 18,9.5,8.6,8.1,Fixed,18,100,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/CPL18J27171-453329.pdf
11223,AEP TEXAS CENTRAL DIVISION,DIRECT ENERGY,Live Brighter 12,11.5,10.1,9.4,Fixed,12,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDARXXX1336_ENG_20170502.PDF
11236,AEP TEXAS CENTRAL DIVISION,DIRECT ENERGY,Bright Choice,11.8,10.4,9.7,Variable,1,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VDARXXX0195_ENG_20170502.PDF
11242,AEP TEXAS CENTRAL DIVISION,FIRST CHOICE POWER ,You Got This E-Plan 3,11.1,9.7,9,Fixed,3,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFARXEX0040_ENG_20170502.PDF
11248,AEP TEXAS CENTRAL DIVISION,FIRST CHOICE POWER ,You Got This 12,11.5,10.1,9.4,Fixed,12,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFARXXX0251_ENG_20170502.PDF
11254,AEP TEXAS CENTRAL DIVISION,FIRST CHOICE POWER ,You Got This 24,11.3,9.9,9.2,Fixed,24,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFARXXX0252_ENG_20170502.PDF
11260,AEP TEXAS CENTRAL DIVISION,FIRST CHOICE POWER ,Monthly Freedom Plan,11.8,10.4,9.7,Variable,0,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFARXXX0075_ENG_20170502.PDF
11328,AEP TEXAS CENTRAL DIVISION,IGS ENERGY,Low Web-Only 12 Month Offer,11.1,9.7,9.7,Fixed,12,0,FALSE,FALSE,FALSE,https://enrollment.igsenergy.com/api/Web/FactsLabel/ETTCC12FIXED09PP00RPROMO1Web-Only
11177,AEP TEXAS CENTRAL DIVISION,GEXA ENERGY,EveryDay | EveryNight 24,13.3,10.4,9.9,Fixed,24,6,FALSE,FALSE,FALSE,http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=39974&rkey=13600|2020|1000|19821
11339,AEP TEXAS CENTRAL DIVISION,CHAMPION ENERGY SERVICES LLC,Champ Saver-3,9.2,8.3,7.9,Fixed,3,12,FALSE,FALSE,FALSE,https://www.championenergyservices.com/register/efl.aspx?rateID=168&term=3168
11359,AEP TEXAS CENTRAL DIVISION,TRIEAGLE ENERGY LP,SMART Energy Eagle 24,10.2,9.7,9.4,Fixed,24,6,FALSE,FALSE,FALSE,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-WBH-24mo.pdf
11372,AEP TEXAS CENTRAL DIVISION,TRIEAGLE ENERGY LP,Eagle 24,9.6,9.1,8.8,Fixed,24,6,FALSE,FALSE,FALSE,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-24mo.pdf
11383,AEP TEXAS CENTRAL DIVISION,TRIEAGLE ENERGY LP,Green Eagle 24,9.9,9.4,9.1,Fixed,24,100,FALSE,FALSE,FALSE,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-G-24mo.pdf
11399,AEP TEXAS CENTRAL DIVISION,FIRST CHOICE POWER ,Texas Power Savings 12,11,9.6,8.9,Fixed,12,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFARXEX0041_ENG_20170502.PDF
11430,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC True Blue Infusion 6,12.8,6.3,10,Fixed,6,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170505-092854-PTC%20True%20Blue%20Infusion%206%20(English).pdf
11441,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC True Blue Infusion 9,11.9,8.8,9.3,Fixed,9,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170505-092854-PTC%20True%20Blue%20Infusion%209%20(English).pdf
11446,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC True Blue Infusion 36,11.7,10.7,10.1,Fixed,36,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170505-092854-PTC%20True%20Blue%20Infusion%2036%20(English).pdf
11499,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC Lean Green Infusion 18,11.9,8.4,9.1,Fixed,18,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170411-162757-PTC%20Lean%20Green%20Infusion%2018%20(English).pdf
11507,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC Lean Green Infusion 3,12.2,5.7,9.4,Fixed,3,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170411-162757-PTC%20Lean%20Green%20Infusion%203%20(English).pdf
11511,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC True Blue Infusion 12,12.6,3.5,9,Fixed,12,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170510-182521-PTC%20True%20Blue%20Infusion%2012%20(English).pdf
11532,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC Lean Green Infusion 9,13.4,4.8,9.8,Fixed,9,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170505-092854-PTC%20Lean%20Green%20Infusion%209%20(English).pdf
11536,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC Infusion Flex,8.8,7.8,7.3,Variable,1,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170411-162757-PTC%20Infusion%20Flex%20(English).pdf
11540,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC Lean Green Infusion 12,13.4,4.3,9.8,Fixed,12,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170510-182521-PTC%20Lean%20Green%20Infusion%2012%20(English).pdf
11542,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC True Blue Infusion 24,12.2,3.7,8.6,Fixed,24,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170510-182521-PTC%20True%20Blue%20Infusion%2024%20(English).pdf
11548,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC Lean Green Infusion 6,12.4,5.4,9.3,Fixed,6,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170411-162757-PTC%20Lean%20Green%20Infusion%206%20(English).pdf
11553,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC True Blue Infusion 18,13.3,4.7,9.7,Fixed,18,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170510-182521-PTC%20True%20Blue%20Infusion%2018%20(English).pdf
11560,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC Lean Green Infusion 36,12.1,11.1,10.5,Fixed,36,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170411-162757-PTC%20Lean%20Green%20Infusion%2036%20(English).pdf
11563,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC True Blue Infusion 3,12.4,5.4,9.3,Fixed,3,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170411-162757-PTC%20True%20Blue%20Infusion%203%20(English).pdf
11566,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC Lean Green Infusion 24,13.3,4.3,9.7,Fixed,24,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170510-182521-PTC%20Lean%20Green%20Infusion%2024%20(English).pdf
11618,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,PTC Green Infusion Flex,9.1,8.1,7.6,Variable,1,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170411-162757-PTC%20Green%20Infusion%20Flex%20(English).pdf
11621,AEP TEXAS CENTRAL DIVISION,TXU ENERGY,TXU Energy Simple Rate 12,14.4,12.5,11.5,Fixed,12,6,FALSE,FALSE,FALSE,http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCXSIMRTND12AQ&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC
11633,AEP TEXAS CENTRAL DIVISION,DIRECT ENERGY,Free Power Weekends 12,11.4,10.3,9.7,Indexed,12,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDARXXT0356_ENG_20170502.PDF
11638,AEP TEXAS CENTRAL DIVISION,DIRECT ENERGY,Free Power Weekends 24,11.7,10.6,10.1,Indexed,24,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDARXXT0351_ENG_20170502.PDF
11671,AEP TEXAS CENTRAL DIVISION,PENNYWISE POWER ,Extra Saver 12,15.5,5.8,10.9,Fixed,12,5,FALSE,FALSE,FALSE,https://www.pennywisepower.com/files/090175188131d060.pdf
11677,AEP TEXAS CENTRAL DIVISION,CIRRO ENERGY,Smart Simple 3,10.7,9.8,9.3,Fixed,3,5,FALSE,FALSE,FALSE,https://signup.cirroenergy.com/files/0901751881336285.pdf
11682,AEP TEXAS CENTRAL DIVISION,CIRRO ENERGY,Smart Simple 6,10.9,10,9.5,Fixed,6,5,FALSE,FALSE,FALSE,https://signup.cirroenergy.com/files/090175188133627f.pdf
11717,AEP TEXAS CENTRAL DIVISION,CHAMPION ENERGY SERVICES LLC,Champ Saver-18,10.5,9.6,9.2,Fixed,18,12,FALSE,FALSE,FALSE,https://www.championenergyservices.com/register/efl.aspx?rateID=167&term=18167
11725,AEP TEXAS CENTRAL DIVISION,THINK ENERGY,NEW PRODUCT,10.5,9.6,9.1,Fixed,6,6,FALSE,FALSE,FALSE,https://www.mythinkenergy.com/signup/includes/eflptc.php?utility=AEP_TCC&term=6&ZipCode=77414
11806,AEP TEXAS CENTRAL DIVISION,GEXA ENERGY,Gexa Choice Freedom 12,9.6,8.7,8.2,Fixed,12,6,FALSE,FALSE,FALSE,http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=40000&rkey=13820|2440|1000|19834
11922,AEP TEXAS CENTRAL DIVISION,POWER EXPRESS,#Super12,12.9,4.9,8.9,Fixed,12,12,FALSE,FALSE,FALSE,https://www.power-express.com/efl_TOS_YRAC/aepc_super12_PTC_12112015.pdf
12052,AEP TEXAS CENTRAL DIVISION,INFINITE ENERGY,Classic 12-Month,11.3,8.9,11.2,Fixed,12,5,FALSE,FALSE,FALSE,https://www.infiniteenergy.com/client/resources/efl/signup/AEPC/Classic_12-month
12053,AEP TEXAS CENTRAL DIVISION,INFINITE ENERGY,Classic 3-Month,11.3,8.9,11.2,Fixed,3,5,FALSE,FALSE,FALSE,https://www.infiniteenergy.com/client/resources/efl/signup/AEPC/Classic_3-month
11953,AEP TEXAS CENTRAL DIVISION,FIRST CHOICE POWER ,Power-To-Go Deposit Freedom®,13.7,11.8,10.8,Variable,0,10,TRUE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFARPXX0092_ENG_20170502.PDF
12093,AEP TEXAS CENTRAL DIVISION,Viridian Energy,6 MonthValue Fixed,12.4,10.4,10.4,Fixed,6,50,FALSE,FALSE,FALSE,https://enroll.viridian.com/view-efl?planRateId=160715&brand=Viridian
12099,AEP TEXAS CENTRAL DIVISION,Viridian Energy,36 Month Value Fixed,11.7,9.7,9.7,Fixed,36,50,FALSE,FALSE,FALSE,https://enroll.viridian.com/view-efl?planRateId=160296&brand=Viridian
12162,AEP TEXAS CENTRAL DIVISION,VOLT ELECTRICITY PROVIDER LP,Bundled Fixed E-Plan AEP C,9.9,5.2,8.9,Fixed,3,11,FALSE,FALSE,FALSE,http://www.voltep.com/volt-electricity-efl-570-american-electric-power-central-power-to-choose-bundled-fixed-e-plan.html
12251,AEP TEXAS CENTRAL DIVISION,INFINITE ENERGY,24 Mon NEST Rate,13.4,10.5,10,Fixed,24,5,FALSE,FALSE,FALSE,https://www.infiniteenergy.com/client/resources/efl/signup/AEPC/24_mo_Nest_Rate
12252,AEP TEXAS CENTRAL DIVISION,INFINITE ENERGY,36 Mon NEST Rate,13.3,10.4,10,Fixed,36,5,FALSE,FALSE,FALSE,https://www.infiniteenergy.com/client/resources/efl/signup/AEPC/36_mo_Nest_Rate
12234,AEP TEXAS CENTRAL DIVISION,Energy Rewards,12 Month Fixed,10.5,10,9.8,Fixed,12,6,FALSE,FALSE,FALSE,https://comcastenergyrewards.com/view-efl?planRateId=160005&brand=EnergyRewards
12294,AEP TEXAS CENTRAL DIVISION,INFUSE ENERGY LLC,Keep It Simple Savings Flex,10.4,9.3,8.8,Variable,1,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170418-120608-Keep%20It%20Simple%20Savings%20Flex%20(English).pdf
12404,AEP TEXAS CENTRAL DIVISION,STARTEX POWER,3 Month Usage Bill Credit,9.9,5.5,6,Fixed,3,10,FALSE,FALSE,FALSE,https://signup.startexpower.constellation.com/Contract/00U9W.pdf/?language=EN
12406,AEP TEXAS CENTRAL DIVISION,STARTEX POWER,12 Month Usage Bill Credit ,13.3,8.9,9.4,Fixed,12,10,FALSE,FALSE,FALSE,https://signup.startexpower.constellation.com/Contract/00U2D.pdf/?language=EN
